timestamp,file,line,resp,mse,anomaly_type,suggested_fix
02:17:00,nab_data.py,430,43.474,5591.265140567523,ANOMALY,Investigate (no clear reason).,2014-02-16 02:17:00 file=nab_data.py:430 resp=43.474 msg='AUTO'
02:22:00,nab_data.py,431,46.58,5597.2867342218515,ANOMALY,Investigate (no clear reason).,2014-02-16 02:22:00 file=nab_data.py:431 resp=46.58 msg='AUTO'
02:27:00,nab_data.py,432,38.522,5581.667646525308,ANOMALY,Investigate (no clear reason).,2014-02-16 02:27:00 file=nab_data.py:432 resp=38.522 msg='AUTO'
02:32:00,nab_data.py,433,52.794,5607.517572137576,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 02:32:00 file=nab_data.py:433 resp=52.794 msg='AUTO'
02:37:00,nab_data.py,434,44.43600000000001,5596.5758100478115,ANOMALY,Investigate (no clear reason).,2014-02-16 02:37:00 file=nab_data.py:434 resp=44.43600000000001 msg='AUTO'
02:42:00,nab_data.py,435,41.854,5579.127221465456,ANOMALY,Investigate (no clear reason).,2014-02-16 02:42:00 file=nab_data.py:435 resp=41.854 msg='AUTO'
02:47:00,nab_data.py,436,51.056,5611.255936888052,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 02:47:00 file=nab_data.py:436 resp=51.056 msg='AUTO'
02:52:00,nab_data.py,437,46.11,5644.359304779443,ANOMALY,Investigate (no clear reason).,2014-02-16 02:52:00 file=nab_data.py:437 resp=46.11 msg='AUTO'
02:57:00,nab_data.py,438,46.15,5609.093018150285,ANOMALY,Investigate (no clear reason).,2014-02-16 02:57:00 file=nab_data.py:438 resp=46.15 msg='AUTO'
03:02:00,nab_data.py,439,50.54,5644.630570218141,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 03:02:00 file=nab_data.py:439 resp=50.54 msg='AUTO'
03:07:00,nab_data.py,440,48.122,5656.352225647508,ANOMALY,Investigate (no clear reason).,2014-02-16 03:07:00 file=nab_data.py:440 resp=48.122 msg='AUTO'
03:12:00,nab_data.py,441,44.108,5627.9030913672805,ANOMALY,Investigate (no clear reason).,2014-02-16 03:12:00 file=nab_data.py:441 resp=44.108 msg='AUTO'
03:17:00,nab_data.py,442,47.492,5619.740189621251,ANOMALY,Investigate (no clear reason).,2014-02-16 03:17:00 file=nab_data.py:442 resp=47.492 msg='AUTO'
03:22:00,nab_data.py,443,41.808,5600.665523686258,ANOMALY,Investigate (no clear reason).,2014-02-16 03:22:00 file=nab_data.py:443 resp=41.808 msg='AUTO'
03:27:00,nab_data.py,444,56.22,5663.799106521042,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 03:27:00 file=nab_data.py:444 resp=56.22 msg='AUTO'
03:32:00,nab_data.py,445,45.306,5688.465960070804,ANOMALY,Investigate (no clear reason).,2014-02-16 03:32:00 file=nab_data.py:445 resp=45.306 msg='AUTO'
03:37:00,nab_data.py,446,43.404,5625.223149065167,ANOMALY,Investigate (no clear reason).,2014-02-16 03:37:00 file=nab_data.py:446 resp=43.404 msg='AUTO'
03:42:00,nab_data.py,447,50.352,5659.226427362375,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 03:42:00 file=nab_data.py:447 resp=50.352 msg='AUTO'
03:47:00,nab_data.py,448,47.48,5681.182903187287,ANOMALY,Investigate (no clear reason).,2014-02-16 03:47:00 file=nab_data.py:448 resp=47.48 msg='AUTO'
03:52:00,nab_data.py,449,44.674,5661.326740172581,ANOMALY,Investigate (no clear reason).,2014-02-16 03:52:00 file=nab_data.py:449 resp=44.674 msg='AUTO'
03:57:00,nab_data.py,450,49.672,5679.348211008075,ANOMALY,Investigate (no clear reason).,2014-02-16 03:57:00 file=nab_data.py:450 resp=49.672 msg='AUTO'
04:02:00,nab_data.py,451,40.694,5657.93383910825,ANOMALY,Investigate (no clear reason).,2014-02-16 04:02:00 file=nab_data.py:451 resp=40.694 msg='AUTO'
04:07:00,nab_data.py,452,54.212,5692.282504113092,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 04:07:00 file=nab_data.py:452 resp=54.212 msg='AUTO'
04:12:00,nab_data.py,453,46.38399999999999,5722.512490977079,ANOMALY,Investigate (no clear reason).,2014-02-16 04:12:00 file=nab_data.py:453 resp=46.38399999999999 msg='AUTO'
04:17:00,nab_data.py,454,41.292,5652.3709285126,ANOMALY,Investigate (no clear reason).,2014-02-16 04:17:00 file=nab_data.py:454 resp=41.292 msg='AUTO'
04:22:00,nab_data.py,455,52.806,5690.417711251057,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 04:22:00 file=nab_data.py:455 resp=52.806 msg='AUTO'
04:27:00,nab_data.py,456,46.154,5708.931465012,ANOMALY,Investigate (no clear reason).,2014-02-16 04:27:00 file=nab_data.py:456 resp=46.154 msg='AUTO'
04:32:00,nab_data.py,457,42.456,5665.140748633242,ANOMALY,Investigate (no clear reason).,2014-02-16 04:32:00 file=nab_data.py:457 resp=42.456 msg='AUTO'
04:37:00,nab_data.py,458,49.46,5716.5788352372265,ANOMALY,Investigate (no clear reason).,2014-02-16 04:37:00 file=nab_data.py:458 resp=49.46 msg='AUTO'
04:42:00,nab_data.py,459,46.12600000000001,5678.118145037335,ANOMALY,Investigate (no clear reason).,2014-02-16 04:42:00 file=nab_data.py:459 resp=46.12600000000001 msg='AUTO'
04:47:00,nab_data.py,460,45.61,5671.692375770124,ANOMALY,Investigate (no clear reason).,2014-02-16 04:47:00 file=nab_data.py:460 resp=45.61 msg='AUTO'
04:52:00,nab_data.py,461,46.878,5702.8540748235,ANOMALY,Investigate (no clear reason).,2014-02-16 04:52:00 file=nab_data.py:461 resp=46.878 msg='AUTO'
04:57:00,nab_data.py,462,42.746,5642.646272089001,ANOMALY,Investigate (no clear reason).,2014-02-16 04:57:00 file=nab_data.py:462 resp=42.746 msg='AUTO'
05:02:00,nab_data.py,463,53.028,5694.414673439413,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 05:02:00 file=nab_data.py:463 resp=53.028 msg='AUTO'
05:07:00,nab_data.py,464,47.63,5706.19495215071,ANOMALY,Investigate (no clear reason).,2014-02-16 05:07:00 file=nab_data.py:464 resp=47.63 msg='AUTO'
05:12:00,nab_data.py,465,41.11600000000001,5662.029795164584,ANOMALY,Investigate (no clear reason).,2014-02-16 05:12:00 file=nab_data.py:465 resp=41.11600000000001 msg='AUTO'
05:17:00,nab_data.py,466,49.32,5647.622848952967,ANOMALY,Investigate (no clear reason).,2014-02-16 05:17:00 file=nab_data.py:466 resp=49.32 msg='AUTO'
05:22:00,nab_data.py,467,46.478,5633.885250803113,ANOMALY,Investigate (no clear reason).,2014-02-16 05:22:00 file=nab_data.py:467 resp=46.478 msg='AUTO'
05:27:00,nab_data.py,468,45.56399999999999,5622.850506507159,ANOMALY,Investigate (no clear reason).,2014-02-16 05:27:00 file=nab_data.py:468 resp=45.56399999999999 msg='AUTO'
05:32:00,nab_data.py,469,47.256,5657.969559441948,ANOMALY,Investigate (no clear reason).,2014-02-16 05:32:00 file=nab_data.py:469 resp=47.256 msg='AUTO'
05:37:00,nab_data.py,470,40.488,5580.099267148908,ANOMALY,Investigate (no clear reason).,2014-02-16 05:37:00 file=nab_data.py:470 resp=40.488 msg='AUTO'
05:42:00,nab_data.py,471,52.652,5601.42207731939,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 05:42:00 file=nab_data.py:471 resp=52.652 msg='AUTO'
05:47:00,nab_data.py,472,44.718,5608.517166135836,ANOMALY,Investigate (no clear reason).,2014-02-16 05:47:00 file=nab_data.py:472 resp=44.718 msg='AUTO'
05:52:00,nab_data.py,473,42.97,5570.912779623767,ANOMALY,Investigate (no clear reason).,2014-02-16 05:52:00 file=nab_data.py:473 resp=42.97 msg='AUTO'
05:57:00,nab_data.py,474,51.854,5609.182067060867,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 05:57:00 file=nab_data.py:474 resp=51.854 msg='AUTO'
06:02:00,nab_data.py,475,46.076,5603.137128148275,ANOMALY,Investigate (no clear reason).,2014-02-16 06:02:00 file=nab_data.py:475 resp=46.076 msg='AUTO'
06:07:00,nab_data.py,476,45.904,5591.692954058968,ANOMALY,Investigate (no clear reason).,2014-02-16 06:07:00 file=nab_data.py:476 resp=45.904 msg='AUTO'
06:12:00,nab_data.py,477,47.276,5621.736298957772,ANOMALY,Investigate (no clear reason).,2014-02-16 06:12:00 file=nab_data.py:477 resp=47.276 msg='AUTO'
06:17:00,nab_data.py,478,41.714,5560.800216758283,ANOMALY,Investigate (no clear reason).,2014-02-16 06:17:00 file=nab_data.py:478 resp=41.714 msg='AUTO'
06:22:00,nab_data.py,479,52.972,5606.035169228832,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 06:22:00 file=nab_data.py:479 resp=52.972 msg='AUTO'
06:27:00,nab_data.py,480,44.984,5614.861680503602,ANOMALY,Investigate (no clear reason).,2014-02-16 06:27:00 file=nab_data.py:480 resp=44.984 msg='AUTO'
06:32:00,nab_data.py,481,43.29,5595.910720753287,ANOMALY,Investigate (no clear reason).,2014-02-16 06:32:00 file=nab_data.py:481 resp=43.29 msg='AUTO'
06:37:00,nab_data.py,482,49.694,5659.276412193271,ANOMALY,Investigate (no clear reason).,2014-02-16 06:37:00 file=nab_data.py:482 resp=49.694 msg='AUTO'
06:42:00,nab_data.py,483,45.234,5610.097624881402,ANOMALY,Investigate (no clear reason).,2014-02-16 06:42:00 file=nab_data.py:483 resp=45.234 msg='AUTO'
06:47:00,nab_data.py,484,45.56399999999999,5616.804195136101,ANOMALY,Investigate (no clear reason).,2014-02-16 06:47:00 file=nab_data.py:484 resp=45.56399999999999 msg='AUTO'
06:52:00,nab_data.py,485,46.3,5642.2372931042455,ANOMALY,Investigate (no clear reason).,2014-02-16 06:52:00 file=nab_data.py:485 resp=46.3 msg='AUTO'
06:57:00,nab_data.py,486,43.56800000000001,5595.872923070859,ANOMALY,Investigate (no clear reason).,2014-02-16 06:57:00 file=nab_data.py:486 resp=43.56800000000001 msg='AUTO'
07:02:00,nab_data.py,487,52.724,5638.739983216643,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 07:02:00 file=nab_data.py:487 resp=52.724 msg='AUTO'
07:07:00,nab_data.py,488,46.784,5642.701570466926,ANOMALY,Investigate (no clear reason).,2014-02-16 07:07:00 file=nab_data.py:488 resp=46.784 msg='AUTO'
07:12:00,nab_data.py,489,42.23,5592.658448319243,ANOMALY,Investigate (no clear reason).,2014-02-16 07:12:00 file=nab_data.py:489 resp=42.23 msg='AUTO'
07:17:00,nab_data.py,490,50.448,5607.4444660912095,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 07:17:00 file=nab_data.py:490 resp=50.448 msg='AUTO'
07:22:00,nab_data.py,491,46.432,5621.2723656614635,ANOMALY,Investigate (no clear reason).,2014-02-16 07:22:00 file=nab_data.py:491 resp=46.432 msg='AUTO'
07:27:00,nab_data.py,492,43.826,5599.762599844994,ANOMALY,Investigate (no clear reason).,2014-02-16 07:27:00 file=nab_data.py:492 resp=43.826 msg='AUTO'
07:32:00,nab_data.py,493,49.508,5645.413203052282,ANOMALY,Investigate (no clear reason).,2014-02-16 07:32:00 file=nab_data.py:493 resp=49.508 msg='AUTO'
07:37:00,nab_data.py,494,45.488,5572.247119872942,ANOMALY,Investigate (no clear reason).,2014-02-16 07:37:00 file=nab_data.py:494 resp=45.488 msg='AUTO'
07:42:00,nab_data.py,495,45.908,5575.924207837026,ANOMALY,Investigate (no clear reason).,2014-02-16 07:42:00 file=nab_data.py:495 resp=45.908 msg='AUTO'
07:47:00,nab_data.py,496,45.68,5589.239192077649,ANOMALY,Investigate (no clear reason).,2014-02-16 07:47:00 file=nab_data.py:496 resp=45.68 msg='AUTO'
07:52:00,nab_data.py,497,40.094,5529.5688323850745,ANOMALY,Investigate (no clear reason).,2014-02-16 07:52:00 file=nab_data.py:497 resp=40.094 msg='AUTO'
07:57:00,nab_data.py,498,54.828,5579.104503331952,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 07:57:00 file=nab_data.py:498 resp=54.828 msg='AUTO'
08:02:00,nab_data.py,499,45.212,5582.558047683718,ANOMALY,Investigate (no clear reason).,2014-02-16 08:02:00 file=nab_data.py:499 resp=45.212 msg='AUTO'
08:07:00,nab_data.py,500,44.444,5550.3978814631755,ANOMALY,Investigate (no clear reason).,2014-02-16 08:07:00 file=nab_data.py:500 resp=44.444 msg='AUTO'
08:12:00,nab_data.py,501,47.676,5590.24984141183,ANOMALY,Investigate (no clear reason).,2014-02-16 08:12:00 file=nab_data.py:501 resp=47.676 msg='AUTO'
08:17:00,nab_data.py,502,39.742,5501.5453428563305,ANOMALY,Investigate (no clear reason).,2014-02-16 08:17:00 file=nab_data.py:502 resp=39.742 msg='AUTO'
08:22:00,nab_data.py,503,50.678,5528.634775783903,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 08:22:00 file=nab_data.py:503 resp=50.678 msg='AUTO'
08:27:00,nab_data.py,504,46.292,5557.019383966301,ANOMALY,Investigate (no clear reason).,2014-02-16 08:27:00 file=nab_data.py:504 resp=46.292 msg='AUTO'
08:32:00,nab_data.py,505,42.044,5490.134540908621,ANOMALY,Investigate (no clear reason).,2014-02-16 08:32:00 file=nab_data.py:505 resp=42.044 msg='AUTO'
08:37:00,nab_data.py,506,52.066,5528.037990801902,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 08:37:00 file=nab_data.py:506 resp=52.066 msg='AUTO'
08:42:00,nab_data.py,507,45.258,5544.110022910787,ANOMALY,Investigate (no clear reason).,2014-02-16 08:42:00 file=nab_data.py:507 resp=45.258 msg='AUTO'
08:47:00,nab_data.py,508,43.45399999999999,5507.780405919149,ANOMALY,Investigate (no clear reason).,2014-02-16 08:47:00 file=nab_data.py:508 resp=43.45399999999999 msg='AUTO'
08:52:00,nab_data.py,509,48.166,5520.1695546384835,ANOMALY,Investigate (no clear reason).,2014-02-16 08:52:00 file=nab_data.py:509 resp=48.166 msg='AUTO'
08:57:00,nab_data.py,510,41.854,5499.494626962301,ANOMALY,Investigate (no clear reason).,2014-02-16 08:57:00 file=nab_data.py:510 resp=41.854 msg='AUTO'
09:02:00,nab_data.py,511,49.504,5515.795482557534,ANOMALY,Investigate (no clear reason).,2014-02-16 09:02:00 file=nab_data.py:511 resp=49.504 msg='AUTO'
09:07:00,nab_data.py,512,47.596,5544.211312313137,ANOMALY,Investigate (no clear reason).,2014-02-16 09:07:00 file=nab_data.py:512 resp=47.596 msg='AUTO'
09:12:00,nab_data.py,513,40.592,5468.252655960267,ANOMALY,Investigate (no clear reason).,2014-02-16 09:12:00 file=nab_data.py:513 resp=40.592 msg='AUTO'
09:17:00,nab_data.py,514,50.274,5484.848276258911,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 09:17:00 file=nab_data.py:514 resp=50.274 msg='AUTO'
09:22:00,nab_data.py,515,45.83,5511.328771759053,ANOMALY,Investigate (no clear reason).,2014-02-16 09:22:00 file=nab_data.py:515 resp=45.83 msg='AUTO'
09:27:00,nab_data.py,516,42.788,5472.290829160424,ANOMALY,Investigate (no clear reason).,2014-02-16 09:27:00 file=nab_data.py:516 resp=42.788 msg='AUTO'
09:32:00,nab_data.py,517,47.86600000000001,5480.642247110048,ANOMALY,Investigate (no clear reason).,2014-02-16 09:32:00 file=nab_data.py:517 resp=47.86600000000001 msg='AUTO'
09:37:00,nab_data.py,518,41.714,5459.49614511543,ANOMALY,Investigate (no clear reason).,2014-02-16 09:37:00 file=nab_data.py:518 resp=41.714 msg='AUTO'
09:42:00,nab_data.py,519,52.324,5492.390681031564,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 09:42:00 file=nab_data.py:519 resp=52.324 msg='AUTO'
09:47:00,nab_data.py,520,46.666,5527.1370805891065,ANOMALY,Investigate (no clear reason).,2014-02-16 09:47:00 file=nab_data.py:520 resp=46.666 msg='AUTO'
09:52:00,nab_data.py,521,42.512,5463.797588272083,ANOMALY,Investigate (no clear reason).,2014-02-16 09:52:00 file=nab_data.py:521 resp=42.512 msg='AUTO'
09:57:00,nab_data.py,522,51.69,5507.629583944829,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 09:57:00 file=nab_data.py:522 resp=51.69 msg='AUTO'
10:02:00,nab_data.py,523,46.846,5530.273340836101,ANOMALY,Investigate (no clear reason).,2014-02-16 10:02:00 file=nab_data.py:523 resp=46.846 msg='AUTO'
10:07:00,nab_data.py,524,45.026,5486.496919884035,ANOMALY,Investigate (no clear reason).,2014-02-16 10:07:00 file=nab_data.py:524 resp=45.026 msg='AUTO'
10:12:00,nab_data.py,525,48.166,5499.2190893644765,ANOMALY,Investigate (no clear reason).,2014-02-16 10:12:00 file=nab_data.py:525 resp=48.166 msg='AUTO'
10:17:00,nab_data.py,526,40.234,5468.575319495371,ANOMALY,Investigate (no clear reason).,2014-02-16 10:17:00 file=nab_data.py:526 resp=40.234 msg='AUTO'
10:22:00,nab_data.py,527,52.066,5499.603252038683,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 10:22:00 file=nab_data.py:527 resp=52.066 msg='AUTO'
10:27:00,nab_data.py,528,46.01,5524.107353850759,ANOMALY,Investigate (no clear reason).,2014-02-16 10:27:00 file=nab_data.py:528 resp=46.01 msg='AUTO'
10:32:00,nab_data.py,529,41.62,5453.847586120116,ANOMALY,Investigate (no clear reason).,2014-02-16 10:32:00 file=nab_data.py:529 resp=41.62 msg='AUTO'
10:37:00,nab_data.py,530,49.932,5484.4096332061235,ANOMALY,Investigate (no clear reason).,2014-02-16 10:37:00 file=nab_data.py:530 resp=49.932 msg='AUTO'
10:42:00,nab_data.py,531,45.492,5497.3027297414665,ANOMALY,Investigate (no clear reason).,2014-02-16 10:42:00 file=nab_data.py:531 resp=45.492 msg='AUTO'
10:47:00,nab_data.py,532,43.31,5458.727438573566,ANOMALY,Investigate (no clear reason).,2014-02-16 10:47:00 file=nab_data.py:532 resp=43.31 msg='AUTO'
10:52:00,nab_data.py,533,48.874,5481.03203240948,ANOMALY,Investigate (no clear reason).,2014-02-16 10:52:00 file=nab_data.py:533 resp=48.874 msg='AUTO'
10:57:00,nab_data.py,534,48.56800000000001,5499.505851807072,ANOMALY,Investigate (no clear reason).,2014-02-16 10:57:00 file=nab_data.py:534 resp=48.56800000000001 msg='AUTO'
11:02:00,nab_data.py,535,44.918,5491.5378872598285,ANOMALY,Investigate (no clear reason).,2014-02-16 11:02:00 file=nab_data.py:535 resp=44.918 msg='AUTO'
11:07:00,nab_data.py,536,48.676,5522.211197069463,ANOMALY,Investigate (no clear reason).,2014-02-16 11:07:00 file=nab_data.py:536 resp=48.676 msg='AUTO'
11:12:00,nab_data.py,537,39.678,5444.037303587242,ANOMALY,Investigate (no clear reason).,2014-02-16 11:12:00 file=nab_data.py:537 resp=39.678 msg='AUTO'
11:17:00,nab_data.py,538,52.206,5479.110140519899,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 11:17:00 file=nab_data.py:538 resp=52.206 msg='AUTO'
11:22:00,nab_data.py,539,44.47,5491.955912829647,ANOMALY,Investigate (no clear reason).,2014-02-16 11:22:00 file=nab_data.py:539 resp=44.47 msg='AUTO'
11:27:00,nab_data.py,540,42.512,5443.9728060100915,ANOMALY,Investigate (no clear reason).,2014-02-16 11:27:00 file=nab_data.py:540 resp=42.512 msg='AUTO'
11:32:00,nab_data.py,541,48.508,5456.683136612193,ANOMALY,Investigate (no clear reason).,2014-02-16 11:32:00 file=nab_data.py:541 resp=48.508 msg='AUTO'
11:37:00,nab_data.py,542,45.37600000000001,5465.811158538491,ANOMALY,Investigate (no clear reason).,2014-02-16 11:37:00 file=nab_data.py:542 resp=45.37600000000001 msg='AUTO'
11:42:00,nab_data.py,543,46.032,5443.853944449826,ANOMALY,Investigate (no clear reason).,2014-02-16 11:42:00 file=nab_data.py:543 resp=46.032 msg='AUTO'
11:47:00,nab_data.py,544,47.394,5455.320271472792,ANOMALY,Investigate (no clear reason).,2014-02-16 11:47:00 file=nab_data.py:544 resp=47.394 msg='AUTO'
11:52:00,nab_data.py,545,39.738,5422.192491319545,ANOMALY,Investigate (no clear reason).,2014-02-16 11:52:00 file=nab_data.py:545 resp=39.738 msg='AUTO'
11:57:00,nab_data.py,546,53.544,5473.319253005274,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 11:57:00 file=nab_data.py:546 resp=53.544 msg='AUTO'
12:02:00,nab_data.py,547,45.752,5504.657881798149,ANOMALY,Investigate (no clear reason).,2014-02-16 12:02:00 file=nab_data.py:547 resp=45.752 msg='AUTO'
12:07:00,nab_data.py,548,44.672,5437.26089523023,ANOMALY,Investigate (no clear reason).,2014-02-16 12:07:00 file=nab_data.py:548 resp=44.672 msg='AUTO'
12:12:00,nab_data.py,549,48.802,5459.099646876932,ANOMALY,Investigate (no clear reason).,2014-02-16 12:12:00 file=nab_data.py:549 resp=48.802 msg='AUTO'
12:17:00,nab_data.py,550,39.812,5434.93200950125,ANOMALY,Investigate (no clear reason).,2014-02-16 12:17:00 file=nab_data.py:550 resp=39.812 msg='AUTO'
12:22:00,nab_data.py,551,50.13,5450.288715631877,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 12:22:00 file=nab_data.py:551 resp=50.13 msg='AUTO'
12:27:00,nab_data.py,552,46.838,5489.778772828168,ANOMALY,Investigate (no clear reason).,2014-02-16 12:27:00 file=nab_data.py:552 resp=46.838 msg='AUTO'
12:32:00,nab_data.py,553,40.908,5431.85461495162,ANOMALY,Investigate (no clear reason).,2014-02-16 12:32:00 file=nab_data.py:553 resp=40.908 msg='AUTO'
12:37:00,nab_data.py,554,51.808,5467.084835300039,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 12:37:00 file=nab_data.py:554 resp=51.808 msg='AUTO'
12:42:00,nab_data.py,555,42.12,5468.016294794008,ANOMALY,Investigate (no clear reason).,2014-02-16 12:42:00 file=nab_data.py:555 resp=42.12 msg='AUTO'
12:47:00,nab_data.py,556,42.136,5406.752721586564,ANOMALY,Investigate (no clear reason).,2014-02-16 12:47:00 file=nab_data.py:556 resp=42.136 msg='AUTO'
12:52:00,nab_data.py,557,48.45,5426.047927328174,ANOMALY,Investigate (no clear reason).,2014-02-16 12:52:00 file=nab_data.py:557 resp=48.45 msg='AUTO'
12:57:00,nab_data.py,558,48.06,5453.367962622846,ANOMALY,Investigate (no clear reason).,2014-02-16 12:57:00 file=nab_data.py:558 resp=48.06 msg='AUTO'
13:02:00,nab_data.py,559,43.756,5427.080541238404,ANOMALY,Investigate (no clear reason).,2014-02-16 13:02:00 file=nab_data.py:559 resp=43.756 msg='AUTO'
13:07:00,nab_data.py,560,49.542,5472.543132958284,ANOMALY,Investigate (no clear reason).,2014-02-16 13:07:00 file=nab_data.py:560 resp=49.542 msg='AUTO'
13:12:00,nab_data.py,561,39.976,5417.880739357307,ANOMALY,Investigate (no clear reason).,2014-02-16 13:12:00 file=nab_data.py:561 resp=39.976 msg='AUTO'
13:17:00,nab_data.py,562,52.512,5449.917896465096,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 13:17:00 file=nab_data.py:562 resp=52.512 msg='AUTO'
13:22:00,nab_data.py,563,44.504,5471.490990223584,ANOMALY,Investigate (no clear reason).,2014-02-16 13:22:00 file=nab_data.py:563 resp=44.504 msg='AUTO'
13:27:00,nab_data.py,564,42.606,5425.119237566457,ANOMALY,Investigate (no clear reason).,2014-02-16 13:27:00 file=nab_data.py:564 resp=42.606 msg='AUTO'
13:32:00,nab_data.py,565,48.65600000000001,5442.352622983083,ANOMALY,Investigate (no clear reason).,2014-02-16 13:32:00 file=nab_data.py:565 resp=48.65600000000001 msg='AUTO'
13:37:00,nab_data.py,566,46.05,5461.186939892999,ANOMALY,Investigate (no clear reason).,2014-02-16 13:37:00 file=nab_data.py:566 resp=46.05 msg='AUTO'
13:42:00,nab_data.py,567,45.022,5443.969222381087,ANOMALY,Investigate (no clear reason).,2014-02-16 13:42:00 file=nab_data.py:567 resp=45.022 msg='AUTO'
13:47:00,nab_data.py,568,48.754,5485.183033917673,ANOMALY,Investigate (no clear reason).,2014-02-16 13:47:00 file=nab_data.py:568 resp=48.754 msg='AUTO'
13:52:00,nab_data.py,569,39.772,5410.258247125668,ANOMALY,Investigate (no clear reason).,2014-02-16 13:52:00 file=nab_data.py:569 resp=39.772 msg='AUTO'
13:57:00,nab_data.py,570,54.918,5465.429266872713,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 13:57:00 file=nab_data.py:570 resp=54.918 msg='AUTO'
14:02:00,nab_data.py,571,45.962,5485.351690113862,ANOMALY,Investigate (no clear reason).,2014-02-16 14:02:00 file=nab_data.py:571 resp=45.962 msg='AUTO'
14:07:00,nab_data.py,572,44.61600000000001,5440.394274304551,ANOMALY,Investigate (no clear reason).,2014-02-16 14:07:00 file=nab_data.py:572 resp=44.61600000000001 msg='AUTO'
14:12:00,nab_data.py,573,48.756,5452.147058773981,ANOMALY,Investigate (no clear reason).,2014-02-16 14:12:00 file=nab_data.py:573 resp=48.756 msg='AUTO'
14:17:00,nab_data.py,574,46.666,5461.97304145737,ANOMALY,Investigate (no clear reason).,2014-02-16 14:17:00 file=nab_data.py:574 resp=46.666 msg='AUTO'
14:22:00,nab_data.py,575,43.652,5435.157741990337,ANOMALY,Investigate (no clear reason).,2014-02-16 14:22:00 file=nab_data.py:575 resp=43.652 msg='AUTO'
14:27:00,nab_data.py,576,46.9,5472.55932219747,ANOMALY,Investigate (no clear reason).,2014-02-16 14:27:00 file=nab_data.py:576 resp=46.9 msg='AUTO'
14:32:00,nab_data.py,577,39.718,5399.210001360786,ANOMALY,Investigate (no clear reason).,2014-02-16 14:32:00 file=nab_data.py:577 resp=39.718 msg='AUTO'
14:37:00,nab_data.py,578,52.182,5438.829374610812,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 14:37:00 file=nab_data.py:578 resp=52.182 msg='AUTO'
14:42:00,nab_data.py,579,45.47,5460.680280111687,ANOMALY,Investigate (no clear reason).,2014-02-16 14:42:00 file=nab_data.py:579 resp=45.47 msg='AUTO'
14:47:00,nab_data.py,580,41.972,5413.35269504315,ANOMALY,Investigate (no clear reason).,2014-02-16 14:47:00 file=nab_data.py:580 resp=41.972 msg='AUTO'
14:52:00,nab_data.py,581,46.972,5422.24365211423,ANOMALY,Investigate (no clear reason).,2014-02-16 14:52:00 file=nab_data.py:581 resp=46.972 msg='AUTO'
14:57:00,nab_data.py,582,46.292,5439.683292815292,ANOMALY,Investigate (no clear reason).,2014-02-16 14:57:00 file=nab_data.py:582 resp=46.292 msg='AUTO'
15:02:00,nab_data.py,583,42.71,5403.232730041742,ANOMALY,Investigate (no clear reason).,2014-02-16 15:02:00 file=nab_data.py:583 resp=42.71 msg='AUTO'
15:07:00,nab_data.py,584,50.394,5414.761981328127,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 15:07:00 file=nab_data.py:584 resp=50.394 msg='AUTO'
15:12:00,nab_data.py,585,40.47,5391.1528434573065,ANOMALY,Investigate (no clear reason).,2014-02-16 15:12:00 file=nab_data.py:585 resp=40.47 msg='AUTO'
15:17:00,nab_data.py,586,51.13399999999999,5406.866671209145,MEDIUM SPIKE,"Possible slow code path, profile and optimize.",2014-02-16 15:17:00 file=nab_data.py:586 resp=51.13399999999999 msg='AUTO'
